10000
886 , 886
547 , 547
85 , 85
217 , 217
349 , 349
984 , 984
509 , 509
947 , 947
775 , 775
140 , 140
298 , 298
627 , 627
341 , 341
112 , 112
638 , 638
65 , 65
193 , 193
672 , 672
582 , 582
334 , 334
434 , 434
131 , 131
92 , 92
612 , 612
362 , 362
386 , 386
619 , 619
261 , 261
317 , 317
322 , 322
788 , 788
557 , 557
82 , 82
777 , 777
572 , 572
494 , 494
87 , 87
58 , 58
673 , 673
247 , 247
511 , 511
417 , 417
736 , 736
988 , 988
659 , 659
910 , 910
176 , 176
44 , 44
985 , 985
122 , 122
20 , 20
876 , 876
854 , 854
122 , 122
788 , 788
687 , 687
836 , 836
422 , 422
632 , 632
914 , 914
932 , 932
920 , 920
321 , 321
809 , 809
491 , 491
237 , 237
671 , 671
204 , 204
412 , 412
941 , 941
530 , 530
39 , 39
537 , 537
922 , 922
554 , 554
835 , 835
177 , 177
578 , 578
485 , 485
856 , 856
720 , 720
749 , 749
716 , 716
727 , 727
178 , 178
686 , 686
228 , 228
737 , 737
285 , 285
65 , 65
381 , 381
682 , 682
504 , 504
496 , 496
188 , 188
355 , 355
687 , 687
206 , 206
465 , 465
354 , 354
740 , 740
136 , 136
648 , 648
530 , 530
446 , 446
374 , 374
295 , 295
186 , 186
537 , 537
349 , 349
500 , 500
238 , 238
584 , 584
289 , 289
485 , 485
255 , 255
772 , 772
358 , 358
524 , 524
835 , 835
363 , 363
340 , 340
457 , 457
21 , 21
777 , 777
395 , 395
485 , 485
179 , 179
304 , 304
108 , 108
967 , 967
601 , 601
927 , 927
602 , 602
377 , 377
193 , 193
188 , 188
101 , 101
136 , 136
935 , 935
49 , 49
606 , 606
406 , 406
189 , 189
423 , 423
15 , 15
239 , 239
172 , 172
517 , 517
521 , 521
37 , 37
85 , 85
319 , 319
573 , 573
620 , 620
266 , 266
935 , 935
112 , 112
557 , 557
64 , 64
564 , 564
367 , 367
59 , 59
249 , 249
877 , 877
990 , 990
392 , 392
227 , 227
308 , 308
199 , 199
652 , 652
395 , 395
842 , 842
492 , 492
474 , 474
207 , 207
142 , 142
806 , 806
595 , 595
837 , 837
38 , 38
858 , 858
215 , 215
86 , 86
761 , 761
702 , 702
567 , 567
402 , 402
442 , 442
599 , 599
68 , 68
219 , 219
357 , 357
15 , 15
557 , 557
946 , 946
398 , 398
937 , 937
610 , 610
634 , 634
478 , 478
373 , 373
660 , 660
989 , 989
413 , 413
305 , 305
993 , 993
817 , 817
6 , 6
310 , 310
104 , 104
955 , 955
629 , 629
894 , 894
217 , 217
168 , 168
889 , 889
430 , 430
394 , 394
293 , 293
970 , 970
32 , 32
928 , 928
420 , 420
89 , 89
389 , 389
212 , 212
755 , 755
810 , 810
700 , 700
273 , 273
603 , 603
194 , 194
165 , 165
535 , 535
486 , 486
72 , 72
797 , 797
802 , 802
742 , 742
173 , 173
319 , 319
415 , 415
413 , 413
867 , 867
918 , 918
595 , 595
456 , 456
263 , 263
69 , 69
596 , 596
683 , 683
862 , 862
739 , 739
372 , 372
707 , 707
833 , 833
896 , 896
640 , 640
853 , 853
408 , 408
528 , 528
405 , 405
665 , 665
312 , 312
121 , 121
662 , 662
606 , 606
804 , 804
638 , 638
525 , 525
804 , 804
92 , 92
625 , 625
415 , 415
213 , 213
0 , 0
139 , 139
846 , 846
577 , 577
803 , 803
4 , 4
373 , 373
963 , 963
280 , 280
505 , 505
949 , 949
79 , 79
253 , 253
784 , 784
930 , 930
63 , 63
466 , 466
356 , 356
45 , 45
538 , 538
816 , 816
928 , 928
520 , 520
644 , 644
105 , 105
262 , 262
803 , 803
252 , 252
107 , 107
397 , 397
89 , 89
0 , 0
324 , 324
988 , 988
553 , 553
649 , 649
253 , 253
153 , 153
789 , 789
870 , 870
54 , 54
104 , 104
157 , 157
105 , 105
837 , 837
837 , 837
34 , 34
91 , 91
462 , 462
344 , 344
785 , 785
744 , 744
978 , 978
42 , 42
293 , 293
314 , 314
911 , 911
483 , 483
595 , 595
134 , 134
386 , 386
570 , 570
892 , 892
769 , 769
39 , 39
281 , 281
853 , 853
289 , 289
717 , 717
46 , 46
614 , 614
555 , 555
762 , 762
698 , 698
884 , 884
776 , 776
433 , 433
679 , 679
606 , 606
751 , 751
622 , 622
36 , 36
538 , 538
296 , 296
733 , 733
528 , 528
566 , 566
438 , 438
670 , 670
343 , 343
646 , 646
226 , 226
225 , 225
688 , 688
912 , 912
926 , 926
857 , 857
362 , 362
129 , 129
912 , 912
426 , 426
746 , 746
245 , 245
51 , 51
418 , 418
902 , 902
265 , 265
189 , 189
17 , 17
774 , 774
937 , 937
275 , 275
376 , 376
200 , 200
696 , 696
709 , 709
843 , 843
984 , 984
322 , 322
256 , 256
38 , 38
801 , 801
483 , 483
871 , 871
744 , 744
367 , 367
638 , 638
992 , 992
466 , 466
192 , 192
85 , 85
664 , 664
438 , 438
693 , 693
788 , 788
270 , 270
320 , 320
324 , 324
684 , 684
632 , 632
389 , 389
