100
41 , 41
62 , 62
33 , 33
7 , 7
6 , 6
15 , 15
88 , 88
26 , 26
14 , 14
78 , 78
33 , 33
56 , 56
41 , 41
2 , 2
15 , 15
3 , 3
9 , 9
57 , 57
91 , 91
20 , 20
10 , 10
14 , 14
27 , 27
62 , 62
99 , 99
76 , 76
53 , 53
78 , 78
49 , 49
61 , 61
37 , 37
83 , 83
92 , 92
57 , 57
94 , 94
99 , 99
86 , 86
11 , 11
24 , 24
88 , 88
27 , 27
1 , 1
26 , 26
84 , 84
40 , 40
31 , 31
45 , 45
58 , 58
3 , 3
97 , 97
80 , 80
84 , 84
26 , 26
9 , 9
46 , 46
65 , 65
91 , 91
31 , 31
22 , 22
85 , 85
57 , 57
68 , 68
26 , 26
67 , 67
96 , 96
65 , 65
41 , 41
25 , 25
91 , 91
28 , 28
13 , 13
6 , 6
55 , 55
87 , 87
79 , 79
35 , 35
76 , 76
3 , 3
7 , 7
49 , 49
3 , 3
75 , 75
91 , 91
26 , 26
9 , 9
94 , 94
31 , 31
93 , 93
1 , 1
47 , 47
46 , 46
63 , 63
15 , 15
67 , 67
18 , 18
86 , 86
65 , 65
32 , 32
2 , 2
37 , 37
