50000
15709 , 15709
31308 , 31308
16144 , 16144
10299 , 10299
16267 , 16267
3299 , 3299
11183 , 11183
2451 , 2451
13108 , 13108
25962 , 25962
27476 , 27476
19357 , 19357
24802 , 24802
24808 , 24808
26606 , 26606
19965 , 19965
28173 , 28173
11402 , 11402
18649 , 18649
14890 , 14890
7496 , 7496
99 , 99
15594 , 15594
12928 , 12928
25901 , 25901
18915 , 18915
22843 , 22843
22308 , 22308
2569 , 2569
537 , 537
6327 , 6327
15515 , 15515
9800 , 9800
11176 , 11176
18532 , 18532
12329 , 12329
19871 , 19871
13450 , 13450
27764 , 27764
26091 , 26091
14075 , 14075
14216 , 14216
27145 , 27145
27828 , 27828
6445 , 6445
22901 , 22901
460 , 460
935 , 935
9810 , 9810
15918 , 15918
26412 , 26412
11673 , 11673
20996 , 20996
20817 , 20817
118 , 118
7716 , 7716
20034 , 20034
24256 , 24256
7066 , 7066
23690 , 23690
27423 , 27423
14036 , 14036
9143 , 9143
14416 , 14416
17710 , 17710
23137 , 23137
9067 , 9067
27542 , 27542
28329 , 28329
27246 , 27246
8157 , 8157
1848 , 1848
611 , 611
22449 , 22449
6279 , 6279
1191 , 1191
14196 , 14196
3532 , 3532
14276 , 14276
6533 , 6533
8350 , 8350
5706 , 5706
29 , 29
10498 , 10498
23169 , 23169
28504 , 28504
595 , 595
28409 , 28409
131 , 131
4675 , 4675
26668 , 26668
16585 , 16585
16509 , 16509
26037 , 26037
24574 , 24574
756 , 756
19750 , 19750
6063 , 6063
13565 , 13565
6778 , 6778
28480 , 28480
6982 , 6982
8260 , 8260
13555 , 13555
2692 , 2692
17949 , 17949
7844 , 7844
23151 , 23151
846 , 846
18854 , 18854
22320 , 22320
19982 , 19982
1545 , 1545
1048 , 1048
24196 , 24196
23134 , 23134
22872 , 22872
25902 , 25902
25305 , 25305
14967 , 14967
9993 , 9993
25254 , 25254
3275 , 3275
30936 , 30936
26554 , 26554
14453 , 14453
8420 , 8420
24576 , 24576
23881 , 23881
28874 , 28874
11760 , 11760
22732 , 22732
18429 , 18429
28617 , 28617
21504 , 21504
21140 , 21140
17014 , 17014
516 , 516
28730 , 28730
4355 , 4355
28756 , 28756
5305 , 5305
14695 , 14695
31674 , 31674
27562 , 27562
21198 , 21198
6458 , 6458
19364 , 19364
7457 , 7457
31117 , 31117
20065 , 20065
12823 , 12823
27372 , 27372
18975 , 18975
9037 , 9037
21936 , 21936
27247 , 27247
5322 , 5322
17858 , 17858
16619 , 16619
175 , 175
28394 , 28394
2845 , 2845
7812 , 7812
7544 , 7544
19633 , 19633
11625 , 11625
24465 , 24465
80 , 80
31390 , 31390
19744 , 19744
10076 , 10076
7710 , 7710
12990 , 12990
17345 , 17345
6402 , 6402
21146 , 21146
18853 , 18853
4886 , 4886
25293 , 25293
8308 , 8308
12075 , 12075
65 , 65
9041 , 9041
21828 , 21828
16103 , 16103
4492 , 4492
1096 , 1096
308 , 308
7277 , 7277
14830 , 14830
10030 , 10030
11887 , 11887
5959 , 5959
5469 , 5469
16283 , 16283
16456 , 16456
21172 , 21172
10967 , 10967
30564 , 30564
43 , 43
11555 , 11555
16686 , 16686
30833 , 30833
22596 , 22596
9069 , 9069
26518 , 26518
14429 , 14429
10225 , 10225
11222 , 11222
31471 , 31471
25040 , 25040
2536 , 2536
17602 , 17602
13267 , 13267
30619 , 30619
24104 , 24104
13111 , 13111
2399 , 2399
3480 , 3480
1185 , 1185
11542 , 11542
29890 , 29890
13119 , 13119
18850 , 18850
27417 , 27417
24967 , 24967
27657 , 27657
11526 , 11526
24203 , 24203
22178 , 22178
20869 , 20869
28702 , 28702
1739 , 1739
9276 , 9276
15163 , 15163
5725 , 5725
8830 , 8830
8766 , 8766
2116 , 2116
17606 , 17606
14487 , 14487
19359 , 19359
26277 , 26277
11286 , 11286
13576 , 13576
17006 , 17006
13424 , 13424
27057 , 27057
5445 , 5445
2207 , 2207
22169 , 22169
2893 , 2893
24701 , 24701
31125 , 31125
8601 , 8601
8544 , 8544
26519 , 26519
20595 , 20595
12228 , 12228
3146 , 3146
2287 , 2287
18211 , 18211
16747 , 16747
28738 , 28738
29645 , 29645
6690 , 6690
689 , 689
31746 , 31746
10153 , 10153
18 , 18
21294 , 21294
28210 , 28210
11041 , 11041
19454 , 19454
27461 , 27461
1430 , 1430
14006 , 14006
1386 , 1386
31557 , 31557
18422 , 18422
20298 , 20298
22818 , 22818
8258 , 8258
19409 , 19409
3162 , 3162
22463 , 22463
19122 , 19122
28864 , 28864
1531 , 1531
3834 , 3834
29383 , 29383
12972 , 12972
9878 , 9878
7856 , 7856
13966 , 13966
943 , 943
23651 , 23651
4793 , 4793
15820 , 15820
22731 , 22731
26278 , 26278
3433 , 3433
659 , 659
21837 , 21837
15020 , 15020
3810 , 3810
17832 , 17832
16639 , 16639
15492 , 15492
25888 , 25888
2453 , 2453
13584 , 13584
18302 , 18302
4290 , 4290
1932 , 1932
11204 , 11204
16997 , 16997
10905 , 10905
8962 , 8962
24283 , 24283
15228 , 15228
5618 , 5618
30983 , 30983
8387 , 8387
18489 , 18489
2979 , 2979
15463 , 15463
7293 , 7293
9411 , 9411
18904 , 18904
14211 , 14211
10319 , 10319
20269 , 20269
29851 , 29851
4076 , 4076
5935 , 5935
6768 , 6768
29477 , 29477
10180 , 10180
13546 , 13546
29995 , 29995
21990 , 21990
14549 , 14549
22807 , 22807
24601 , 24601
4438 , 4438
1390 , 1390
15551 , 15551
20566 , 20566
6521 , 6521
15106 , 15106
457 , 457
31057 , 31057
10805 , 10805
25214 , 25214
808 , 808
14992 , 14992
18516 , 18516
31342 , 31342
6339 , 6339
11559 , 11559
18263 , 18263
5838 , 5838
4647 , 4647
3318 , 3318
24576 , 24576
8881 , 8881
15599 , 15599
31141 , 31141
9117 , 9117
8084 , 8084
25583 , 25583
19297 , 19297
22550 , 22550
383 , 383
18467 , 18467
30547 , 30547
2230 , 2230
28385 , 28385
15450 , 15450
16357 , 16357
22457 , 22457
16169 , 16169
20386 , 20386
11444 , 11444
23706 , 23706
11044 , 11044
12914 , 12914
1619 , 1619
6937 , 6937
13337 , 13337
17050 , 17050
20933 , 20933
24334 , 24334
24230 , 24230
27115 , 27115
1977 , 1977
2288 , 2288
29273 , 29273
15270 , 15270
899 , 899
5924 , 5924
5902 , 5902
31909 , 31909
26079 , 26079
30727 , 30727
27659 , 27659
587 , 587
26468 , 26468
28858 , 28858
29916 , 29916
5165 , 5165
22217 , 22217
9392 , 9392
30703 , 30703
15485 , 15485
16091 , 16091
2553 , 2553
10992 , 10992
13114 , 13114
28730 , 28730
22091 , 22091
18658 , 18658
20506 , 20506
27351 , 27351
12501 , 12501
28162 , 28162
12082 , 12082
25389 , 25389
13508 , 13508
21852 , 21852
29803 , 29803
24386 , 24386
4241 , 4241
21546 , 21546
22949 , 22949
10077 , 10077
19985 , 19985
12016 , 12016
29608 , 29608
1668 , 1668
3899 , 3899
9304 , 9304
22991 , 22991
5820 , 5820
19382 , 19382
18893 , 18893
7283 , 7283
5375 , 5375
23338 , 23338
5594 , 5594
13848 , 13848
30973 , 30973
22595 , 22595
13377 , 13377
25434 , 25434
19603 , 19603
10373 , 10373
731 , 731
3477 , 3477
524 , 524
13523 , 13523
15923 , 15923
13399 , 13399
12314 , 12314
7869 , 7869
30944 , 30944
391 , 391
11922 , 11922
396 , 396
4262 , 4262
29778 , 29778
9963 , 9963
30223 , 30223
26188 , 26188
20185 , 20185
15733 , 15733
9252 , 9252
13627 , 13627
12956 , 12956
4185 , 4185
17669 , 17669
31707 , 31707
6052 , 6052
23892 , 23892
2904 , 2904
3501 , 3501
2675 , 2675
18226 , 18226
